Period,Metric,Value,Ticker,Frequency
2026-03-31,EBITDA,4175000000.0,PEP,quarterly
2026-03-31,Gross Profit,10731000000.0,PEP,quarterly
2026-03-31,Net Income,2327000000.0,PEP,quarterly
2026-03-31,Operating Expense,7518000000.0,PEP,quarterly
2026-03-31,Operating Income,3213000000.0,PEP,quarterly
2026-03-31,Total Revenue,19443000000.0,PEP,quarterly
2021-12-31,Basic EPS,,PLTR,annual
2021-12-31,Cost Of Revenue,,PLTR,annual
2021-12-31,EBITDA,,PLTR,annual
2021-12-31,Gross Profit,,PLTR,annual
2021-12-31,Net Income,,PLTR,annual
2021-12-31,Operating Expense,,PLTR,annual
2021-12-31,Operating Income,,PLTR,annual
2021-12-31,Total Revenue,,PLTR,annual
2022-12-31,Basic EPS,-0.180263,PLTR,annual
2022-12-31,Cost Of Revenue,408549000.0,PLTR,annual
2022-12-31,EBITDA,-138679000.0,PLTR,annual
2022-12-31,Gross Profit,1497322000.0,PLTR,annual
2022-12-31,Net Income,-373705000.0,PLTR,annual
2022-12-31,Operating Expense,1658523000.0,PLTR,annual
2022-12-31,Operating Income,-161201000.0,PLTR,annual
2022-12-31,Total Revenue,1905871000.0,PLTR,annual
2023-12-31,Basic EPS,0.100146,PLTR,annual
2023-12-31,Cost Of Revenue,431105000.0,PLTR,annual
2023-12-31,EBITDA,153320000.0,PLTR,annual
2023-12-31,Gross Profit,1793907000.0,PLTR,annual
2023-12-31,Net Income,209825000.0,PLTR,annual
2023-12-31,Operating Expense,1673941000.0,PLTR,annual
2023-12-31,Operating Income,119966000.0,PLTR,annual
2023-12-31,Total Revenue,2225012000.0,PLTR,annual
2024-09-30,Basic EPS,,PLTR,quarterly
2024-09-30,Cost Of Revenue,,PLTR,quarterly
2024-09-30,EBITDA,,PLTR,quarterly
2024-09-30,Gross Profit,,PLTR,quarterly
2024-09-30,Net Income,,PLTR,quarterly
2024-09-30,Operating Expense,,PLTR,quarterly
2024-09-30,Operating Income,,PLTR,quarterly
2024-09-30,Total Revenue,,PLTR,quarterly
2024-12-31,Basic EPS,0.210307,PLTR,annual
2024-12-31,Basic EPS,0.030044,PLTR,quarterly
2024-12-31,Cost Of Revenue,565990000.0,PLTR,annual
2024-12-31,Cost Of Revenue,174533000.0,PLTR,quarterly
2024-12-31,EBITDA,341990000.0,PLTR,annual
2024-12-31,EBITDA,18049000.0,PLTR,quarterly
2024-12-31,Gross Profit,2299517000.0,PLTR,annual
2024-12-31,Gross Profit,652986000.0,PLTR,quarterly
2024-12-31,Net Income,462190000.0,PLTR,annual
2024-12-31,Net Income,79009000.0,PLTR,quarterly
2024-12-31,Operating Expense,1989114000.0,PLTR,annual
2024-12-31,Operating Expense,641943000.0,PLTR,quarterly
2024-12-31,Operating Income,310403000.0,PLTR,annual
2024-12-31,Operating Income,11043000.0,PLTR,quarterly
2024-12-31,Total Revenue,2865507000.0,PLTR,annual
2024-12-31,Total Revenue,827519000.0,PLTR,quarterly
2025-03-31,Basic EPS,0.090131,PLTR,quarterly
2025-03-31,Cost Of Revenue,172970000.0,PLTR,quarterly
2025-03-31,EBITDA,182670000.0,PLTR,quarterly
2025-03-31,Gross Profit,710885000.0,PLTR,quarterly
2025-03-31,Net Income,214031000.0,PLTR,quarterly
2025-03-31,Operating Expense,534837000.0,PLTR,quarterly
2025-03-31,Operating Income,176048000.0,PLTR,quarterly
2025-03-31,Total Revenue,883855000.0,PLTR,quarterly
2025-06-30,Basic EPS,0.140204,PLTR,quarterly
2025-06-30,Cost Of Revenue,192934000.0,PLTR,quarterly
2025-06-30,EBITDA,275847000.0,PLTR,quarterly
2025-06-30,Gross Profit,810763000.0,PLTR,quarterly
2025-06-30,Net Income,326727000.0,PLTR,quarterly
2025-06-30,Operating Expense,541446000.0,PLTR,quarterly
2025-06-30,Operating Income,269317000.0,PLTR,quarterly
2025-06-30,Total Revenue,1003697000.0,PLTR,quarterly
2025-09-30,Basic EPS,0.200292,PLTR,quarterly
2025-09-30,Cost Of Revenue,207307000.0,PLTR,quarterly
2025-09-30,EBITDA,399231000.0,PLTR,quarterly
2025-09-30,Gross Profit,973785000.0,PLTR,quarterly
2025-09-30,Net Income,475599000.0,PLTR,quarterly
2025-09-30,Operating Expense,580529000.0,PLTR,quarterly
2025-09-30,Operating Income,393256000.0,PLTR,quarterly
2025-09-30,Total Revenue,1181092000.0,PLTR,quarterly
2025-12-31,Basic EPS,0.69,PLTR,annual
2025-12-31,Basic EPS,0.26,PLTR,quarterly
2025-12-31,Cost Of Revenue,789177000.0,PLTR,annual
2025-12-31,Cost Of Revenue,215966000.0,PLTR,quarterly
2025-12-31,EBITDA,1440160000.0,PLTR,annual
2025-12-31,EBITDA,582412000.0,PLTR,quarterly
2025-12-31,Gross Profit,3686269000.0,PLTR,annual
2025-12-31,Gross Profit,1190836000.0,PLTR,quarterly
2025-12-31,Net Income,1625033000.0,PLTR,annual
2025-12-31,Net Income,608676000.0,PLTR,quarterly
2025-12-31,Operating Expense,2272254000.0,PLTR,annual
2025-12-31,Operating Expense,615442000.0,PLTR,quarterly
2025-12-31,Operating Income,1414015000.0,PLTR,annual
2025-12-31,Operating Income,575394000.0,PLTR,quarterly
2025-12-31,Total Revenue,4475446000.0,PLTR,annual
2025-12-31,Total Revenue,1406802000.0,PLTR,quarterly
2021-09-30,Basic EPS,,QCOM,annual
2021-09-30,Cost Of Revenue,,QCOM,annual
2021-09-30,EBITDA,,QCOM,annual
2021-09-30,Gross Profit,,QCOM,annual
2021-09-30,Net Income,,QCOM,annual
2021-09-30,Operating Expense,,QCOM,annual
2021-09-30,Operating Income,,QCOM,annual
2021-09-30,Total Revenue,,QCOM,annual
2022-09-30,Basic EPS,11.52,QCOM,annual
2022-09-30,Cost Of Revenue,18635000000.0,QCOM,annual
2022-09-30,EBITDA,17250000000.0,QCOM,annual
2022-09-30,Gross Profit,25565000000.0,QCOM,annual
2022-09-30,Net Income,12936000000.0,QCOM,annual
2022-09-30,Operating Expense,9705000000.0,QCOM,annual
2022-09-30,Operating Income,15860000000.0,QCOM,annual
2022-09-30,Total Revenue,44200000000.0,QCOM,annual
2023-09-30,Basic EPS,6.47,QCOM,annual
2023-09-30,Cost Of Revenue,15869000000.0,QCOM,annual
2023-09-30,EBITDA,9946000000.0,QCOM,annual
2023-09-30,Gross Profit,19951000000.0,QCOM,annual
2023-09-30,Net Income,7232000000.0,QCOM,annual
2023-09-30,Operating Expense,11301000000.0,QCOM,annual
2023-09-30,Operating Income,8650000000.0,QCOM,annual
2023-09-30,Total Revenue,35820000000.0,QCOM,annual
2024-09-30,Basic EPS,9.09,QCOM,annual
2024-09-30,Basic EPS,,QCOM,quarterly
2024-09-30,Cost Of Revenue,17060000000.0,QCOM,annual
2024-09-30,Cost Of Revenue,,QCOM,quarterly
2024-09-30,EBITDA,12739000000.0,QCOM,annual
2024-09-30,EBITDA,,QCOM,quarterly
2024-09-30,Gross Profit,21902000000.0,QCOM,annual
2024-09-30,Gross Profit,,QCOM,quarterly
2024-09-30,Net Income,10142000000.0,QCOM,annual
2024-09-30,Net Income,,QCOM,quarterly
2024-09-30,Operating Expense,11649000000.0,QCOM,annual
2024-09-30,Operating Expense,,QCOM,quarterly
2024-09-30,Operating Income,10253000000.0,QCOM,annual
2024-09-30,Operating Income,,QCOM,quarterly
2024-09-30,Total Revenue,38962000000.0,QCOM,annual
2024-09-30,Total Revenue,,QCOM,quarterly
2024-12-31,Basic EPS,,QCOM,quarterly
2024-12-31,Cost Of Revenue,,QCOM,quarterly
2024-12-31,EBITDA,,QCOM,quarterly
2024-12-31,Gross Profit,,QCOM,quarterly
2024-12-31,Net Income,,QCOM,quarterly
2024-12-31,Operating Expense,,QCOM,quarterly
2024-12-31,Operating Income,,QCOM,quarterly
2024-12-31,Total Revenue,,QCOM,quarterly
2025-03-31,Basic EPS,2.55,QCOM,quarterly
2025-03-31,Cost Of Revenue,4937000000.0,QCOM,quarterly
2025-03-31,EBITDA,3665000000.0,QCOM,quarterly
2025-03-31,Gross Profit,6042000000.0,QCOM,quarterly
2025-03-31,Net Income,2812000000.0,QCOM,quarterly
2025-03-31,Operating Expense,2922000000.0,QCOM,quarterly
2025-03-31,Operating Income,3120000000.0,QCOM,quarterly
2025-03-31,Total Revenue,10979000000.0,QCOM,quarterly
2025-06-30,Basic EPS,2.44,QCOM,quarterly
2025-06-30,Cost Of Revenue,4606000000.0,QCOM,quarterly
2025-06-30,EBITDA,3518000000.0,QCOM,quarterly
2025-06-30,Gross Profit,5759000000.0,QCOM,quarterly
2025-06-30,Net Income,2666000000.0,QCOM,quarterly
2025-06-30,Operating Expense,2997000000.0,QCOM,quarterly
2025-06-30,Operating Income,2762000000.0,QCOM,quarterly
2025-06-30,Total Revenue,10365000000.0,QCOM,quarterly
2025-09-30,Basic EPS,5.05,QCOM,annual
2025-09-30,Basic EPS,-2.89,QCOM,quarterly
2025-09-30,Cost Of Revenue,19738000000.0,QCOM,annual
2025-09-30,Cost Of Revenue,5034000000.0,QCOM,quarterly
2025-09-30,EBITDA,14929000000.0,QCOM,annual
2025-09-30,EBITDA,3513000000.0,QCOM,quarterly
2025-09-30,Gross Profit,24546000000.0,QCOM,annual
2025-09-30,Gross Profit,6237000000.0,QCOM,quarterly
2025-09-30,Net Income,5541000000.0,QCOM,annual
2025-09-30,Net Income,-3117000000.0,QCOM,quarterly
2025-09-30,Operating Expense,12152000000.0,QCOM,annual
2025-09-30,Operating Expense,3280000000.0,QCOM,quarterly
2025-09-30,Operating Income,12394000000.0,QCOM,annual
2025-09-30,Operating Income,2957000000.0,QCOM,quarterly
2025-09-30,Total Revenue,44284000000.0,QCOM,annual
2025-09-30,Total Revenue,11271000000.0,QCOM,quarterly
2025-12-31,Basic EPS,2.81,QCOM,quarterly
2025-12-31,Cost Of Revenue,5568000000.0,QCOM,quarterly
2025-12-31,EBITDA,4109000000.0,QCOM,quarterly
2025-12-31,Gross Profit,6684000000.0,QCOM,quarterly
2025-12-31,Net Income,3004000000.0,QCOM,quarterly
2025-12-31,Operating Expense,3318000000.0,QCOM,quarterly
2025-12-31,Operating Income,3366000000.0,QCOM,quarterly
2025-12-31,Total Revenue,12252000000.0,QCOM,quarterly
2026-03-31,Basic EPS,6.92,QCOM,quarterly
2026-03-31,Cost Of Revenue,4900000000.0,QCOM,quarterly
2026-03-31,EBITDA,2816000000.0,QCOM,quarterly
2026-03-31,Gross Profit,5699000000.0,QCOM,quarterly
2026-03-31,Net Income,7370000000.0,QCOM,quarterly
2026-03-31,Operating Expense,3390000000.0,QCOM,quarterly
2026-03-31,Operating Income,2309000000.0,QCOM,quarterly
2026-03-31,Total Revenue,10599000000.0,QCOM,quarterly
2022-12-31,Basic EPS,-1.072791,RDDT,annual
2022-12-31,Cost Of Revenue,104799000.0,RDDT,annual
2022-12-31,EBITDA,-164162000.0,RDDT,annual
2022-12-31,Gross Profit,561902000.0,RDDT,annual
2022-12-31,Net Income,-158550000.0,RDDT,annual
2022-12-31,Operating Expense,734064000.0,RDDT,annual
2022-12-31,Operating Income,-172162000.0,RDDT,annual
2022-12-31,Total Revenue,666701000.0,RDDT,annual
2023-12-31,Basic EPS,-0.571245,RDDT,annual
2023-12-31,Cost Of Revenue,111011000.0,RDDT,annual
2023-12-31,EBITDA,-126459000.0,RDDT,annual
2023-12-31,Gross Profit,693018000.0,RDDT,annual
2023-12-31,Net Income,-90824000.0,RDDT,annual
2023-12-31,Operating Expense,833179000.0,RDDT,annual
2023-12-31,Operating Income,-140161000.0,RDDT,annual
2023-12-31,Total Revenue,804029000.0,RDDT,annual
2024-12-31,Basic EPS,-3.33,RDDT,annual
2024-12-31,Cost Of Revenue,123595000.0,RDDT,annual
2024-12-31,EBITDA,-544925000.0,RDDT,annual
2024-12-31,Gross Profit,1176610000.0,RDDT,annual
2024-12-31,Net Income,-484276000.0,RDDT,annual
2024-12-31,Operating Expense,1737178000.0,RDDT,annual
2024-12-31,Operating Income,-560568000.0,RDDT,annual
2024-12-31,Total Revenue,1300205000.0,RDDT,annual
2025-03-31,Basic EPS,0.14,RDDT,quarterly
2025-03-31,Cost Of Revenue,37089000.0,RDDT,quarterly
2025-03-31,EBITDA,7866000.0,RDDT,quarterly
2025-03-31,Gross Profit,355272000.0,RDDT,quarterly
2025-03-31,Net Income,26158000.0,RDDT,quarterly
2025-03-31,Operating Expense,351369000.0,RDDT,quarterly
2025-03-31,Operating Income,3903000.0,RDDT,quarterly
2025-03-31,Total Revenue,392361000.0,RDDT,quarterly
2025-06-30,Basic EPS,0.48,RDDT,quarterly
2025-06-30,Cost Of Revenue,45900000.0,RDDT,quarterly
2025-06-30,EBITDA,71645000.0,RDDT,quarterly
2025-06-30,Gross Profit,453727000.0,RDDT,quarterly
2025-06-30,Net Income,89297000.0,RDDT,quarterly
2025-06-30,Operating Expense,386016000.0,RDDT,quarterly
2025-06-30,Operating Income,67711000.0,RDDT,quarterly
2025-06-30,Total Revenue,499627000.0,RDDT,quarterly
2025-09-30,Basic EPS,0.87,RDDT,quarterly
2025-09-30,Cost Of Revenue,52509000.0,RDDT,quarterly
2025-09-30,EBITDA,142442000.0,RDDT,quarterly
2025-09-30,Gross Profit,532402000.0,RDDT,quarterly
2025-09-30,Net Income,162663000.0,RDDT,quarterly
2025-09-30,Operating Expense,393860000.0,RDDT,quarterly
2025-09-30,Operating Income,138542000.0,RDDT,quarterly
2025-09-30,Total Revenue,584911000.0,RDDT,quarterly
2025-12-31,Basic EPS,2.84,RDDT,annual
2025-12-31,Basic EPS,1.32,RDDT,quarterly
2025-12-31,Cost Of Revenue,194216000.0,RDDT,annual
2025-12-31,Cost Of Revenue,58718000.0,RDDT,quarterly
2025-12-31,EBITDA,457932000.0,RDDT,annual
2025-12-31,EBITDA,235979000.0,RDDT,quarterly
2025-12-31,Gross Profit,2008290000.0,RDDT,annual
2025-12-31,Gross Profit,666889000.0,RDDT,quarterly
2025-12-31,Net Income,529721000.0,RDDT,annual
2025-12-31,Net Income,251603000.0,RDDT,quarterly
2025-12-31,Operating Expense,1566306000.0,RDDT,annual
2025-12-31,Operating Expense,435061000.0,RDDT,quarterly
2025-12-31,Operating Income,441984000.0,RDDT,annual
2025-12-31,Operating Income,231828000.0,RDDT,quarterly
2025-12-31,Total Revenue,2202506000.0,RDDT,annual
2025-12-31,Total Revenue,725607000.0,RDDT,quarterly
2026-03-31,Basic EPS,1.07,RDDT,quarterly
2026-03-31,Cost Of Revenue,56267000.0,RDDT,quarterly
2026-03-31,EBITDA,187122000.0,RDDT,quarterly
2026-03-31,Gross Profit,607144000.0,RDDT,quarterly
2026-03-31,Net Income,203981000.0,RDDT,quarterly
2026-03-31,Operating Expense,424232000.0,RDDT,quarterly
2026-03-31,Operating Income,182912000.0,RDDT,quarterly
2026-03-31,Total Revenue,663411000.0,RDDT,quarterly
2021-12-31,Basic EPS,,TSLA,annual
2021-12-31,Cost Of Revenue,,TSLA,annual
2021-12-31,EBITDA,,TSLA,annual
2021-12-31,Gross Profit,,TSLA,annual
2021-12-31,Net Income,,TSLA,annual
2021-12-31,Operating Expense,,TSLA,annual
2021-12-31,Operating Income,,TSLA,annual
2021-12-31,Total Revenue,,TSLA,annual
2022-12-31,Basic EPS,4.02,TSLA,annual
2022-12-31,Cost Of Revenue,60609000000.0,TSLA,annual
2022-12-31,EBITDA,17657000000.0,TSLA,annual
2022-12-31,Gross Profit,20853000000.0,TSLA,annual
2022-12-31,Net Income,12583000000.0,TSLA,annual
2022-12-31,Operating Expense,7021000000.0,TSLA,annual
2022-12-31,Operating Income,13832000000.0,TSLA,annual
2022-12-31,Total Revenue,81462000000.0,TSLA,annual
2023-12-31,Basic EPS,4.725697,TSLA,annual
2023-12-31,Cost Of Revenue,79113000000.0,TSLA,annual
2023-12-31,EBITDA,14796000000.0,TSLA,annual
2023-12-31,Gross Profit,17660000000.0,TSLA,annual
2023-12-31,Net Income,14999000000.0,TSLA,annual
2023-12-31,Operating Expense,8769000000.0,TSLA,annual
2023-12-31,Operating Income,8891000000.0,TSLA,annual
2023-12-31,Total Revenue,96773000000.0,TSLA,annual
2024-09-30,Basic EPS,,TSLA,quarterly
2024-09-30,Cost Of Revenue,,TSLA,quarterly
2024-09-30,EBITDA,,TSLA,quarterly
2024-09-30,Gross Profit,,TSLA,quarterly
2024-09-30,Net Income,,TSLA,quarterly
2024-09-30,Operating Expense,,TSLA,quarterly
2024-09-30,Operating Income,,TSLA,quarterly
2024-09-30,Total Revenue,,TSLA,quarterly
2024-12-31,Basic EPS,2.23,TSLA,annual
2024-12-31,Basic EPS,,TSLA,quarterly
2024-12-31,Cost Of Revenue,80240000000.0,TSLA,annual
2024-12-31,Cost Of Revenue,,TSLA,quarterly
2024-12-31,EBITDA,14708000000.0,TSLA,annual
2024-12-31,EBITDA,,TSLA,quarterly
2024-12-31,Gross Profit,17450000000.0,TSLA,annual
2024-12-31,Gross Profit,,TSLA,quarterly
2024-12-31,Net Income,7130000000.0,TSLA,annual
2024-12-31,Net Income,,TSLA,quarterly
2024-12-31,Operating Expense,9690000000.0,TSLA,annual
2024-12-31,Operating Expense,,TSLA,quarterly
2024-12-31,Operating Income,7760000000.0,TSLA,annual
2024-12-31,Operating Income,,TSLA,quarterly
2024-12-31,Total Revenue,97690000000.0,TSLA,annual
2024-12-31,Total Revenue,,TSLA,quarterly
2025-03-31,Basic EPS,0.13,TSLA,quarterly
2025-03-31,Cost Of Revenue,16182000000.0,TSLA,quarterly
2025-03-31,EBITDA,2127000000.0,TSLA,quarterly
2025-03-31,Gross Profit,3153000000.0,TSLA,quarterly
2025-03-31,Net Income,409000000.0,TSLA,quarterly
2025-03-31,Operating Expense,2660000000.0,TSLA,quarterly
2025-03-31,Operating Income,493000000.0,TSLA,quarterly
2025-03-31,Total Revenue,19335000000.0,TSLA,quarterly
2025-06-30,Basic EPS,0.36,TSLA,quarterly
2025-06-30,Cost Of Revenue,18618000000.0,TSLA,quarterly
2025-06-30,EBITDA,3068000000.0,TSLA,quarterly
2025-06-30,Gross Profit,3878000000.0,TSLA,quarterly
2025-06-30,Net Income,1172000000.0,TSLA,quarterly
2025-06-30,Operating Expense,2955000000.0,TSLA,quarterly
2025-06-30,Operating Income,923000000.0,TSLA,quarterly
2025-06-30,Total Revenue,22496000000.0,TSLA,quarterly
2025-09-30,Basic EPS,0.43,TSLA,quarterly
2025-09-30,Cost Of Revenue,23041000000.0,TSLA,quarterly
2025-09-30,EBITDA,3660000000.0,TSLA,quarterly
2025-09-30,Gross Profit,5054000000.0,TSLA,quarterly
2025-09-30,Net Income,1373000000.0,TSLA,quarterly
2025-09-30,Operating Expense,3192000000.0,TSLA,quarterly
2025-09-30,Operating Income,1862000000.0,TSLA,quarterly
2025-09-30,Total Revenue,28095000000.0,TSLA,quarterly
2025-12-31,Basic EPS,1.176525,TSLA,annual
2025-12-31,Basic EPS,0.26,TSLA,quarterly
2025-12-31,Cost Of Revenue,77733000000.0,TSLA,annual
2025-12-31,Cost Of Revenue,19892000000.0,TSLA,quarterly
2025-12-31,EBITDA,11764000000.0,TSLA,annual
2025-12-31,EBITDA,2909000000.0,TSLA,quarterly
2025-12-31,Gross Profit,17094000000.0,TSLA,annual
2025-12-31,Gross Profit,5009000000.0,TSLA,quarterly
2025-12-31,Net Income,3794000000.0,TSLA,annual
2025-12-31,Net Income,840000000.0,TSLA,quarterly
2025-12-31,Operating Expense,12245000000.0,TSLA,annual
2025-12-31,Operating Expense,3438000000.0,TSLA,quarterly
2025-12-31,Operating Income,4849000000.0,TSLA,annual
2025-12-31,Operating Income,1571000000.0,TSLA,quarterly
2025-12-31,Total Revenue,94827000000.0,TSLA,annual
2025-12-31,Total Revenue,24901000000.0,TSLA,quarterly
2026-03-31,Basic EPS,0.15,TSLA,quarterly
2026-03-31,Cost Of Revenue,17667000000.0,TSLA,quarterly
2026-03-31,EBITDA,2430000000.0,TSLA,quarterly
2026-03-31,Gross Profit,4720000000.0,TSLA,quarterly
2026-03-31,Net Income,477000000.0,TSLA,quarterly
2026-03-31,Operating Expense,3779000000.0,TSLA,quarterly
2026-03-31,Operating Income,941000000.0,TSLA,quarterly
2026-03-31,Total Revenue,22387000000.0,TSLA,quarterly
2021-12-31,Basic EPS,,TSM,annual
2021-12-31,Basic EPS,,TSM,annual
2021-12-31,Cost Of Revenue,,TSM,annual
2021-12-31,Cost Of Revenue,,TSM,annual
2021-12-31,EBITDA,,TSM,annual
2021-12-31,EBITDA,,TSM,annual
2021-12-31,Gross Profit,,TSM,annual
2021-12-31,Gross Profit,,TSM,annual
2021-12-31,Net Income,,TSM,annual
2021-12-31,Net Income,,TSM,annual
2021-12-31,Operating Expense,,TSM,annual
2021-12-31,Operating Expense,,TSM,annual
2021-12-31,Operating Income,,TSM,annual
2021-12-31,Operating Income,,TSM,annual
2021-12-31,Total Revenue,,TSM,annual
2021-12-31,Total Revenue,,TSM,annual
2022-12-31,Basic EPS,196.0,TSM,annual
2022-12-31,Basic EPS,196.0,TSM,annual
2022-12-31,Cost Of Revenue,915536500000.0,TSM,annual
2022-12-31,Cost Of Revenue,915536500000.0,TSM,annual
2022-12-31,EBITDA,1593076500000.0,TSM,annual
2022-12-31,EBITDA,1593076500000.0,TSM,annual
2022-12-31,Gross Profit,1348354800000.0,TSM,annual
2022-12-31,Gross Profit,1348354800000.0,TSM,annual
2022-12-31,Net Income,992923400000.0,TSM,annual
2022-12-31,Net Income,992923400000.0,TSM,annual
2022-12-31,Operating Expense,227128300000.0,TSM,annual
2022-12-31,Operating Expense,227128300000.0,TSM,annual
2022-12-31,Operating Income,1121226500000.0,TSM,annual
2022-12-31,Operating Income,1121226500000.0,TSM,annual
2022-12-31,Total Revenue,2263891300000.0,TSM,annual
2022-12-31,Total Revenue,2263891300000.0,TSM,annual
2023-12-31,Basic EPS,161.7,TSM,annual
2023-12-31,Basic EPS,161.7,TSM,annual
2023-12-31,Cost Of Revenue,986625200000.0,TSM,annual
2023-12-31,Cost Of Revenue,986625200000.0,TSM,annual
2023-12-31,EBITDA,1523506800000.0,TSM,annual
2023-12-31,EBITDA,1523506800000.0,TSM,annual
2023-12-31,Gross Profit,1175110600000.0,TSM,annual
2023-12-31,Gross Profit,1175110600000.0,TSM,annual
2023-12-31,Net Income,851740000000.0,TSM,annual
2023-12-31,Net Income,851740000000.0,TSM,annual
2023-12-31,Operating Expense,253680700000.0,TSM,annual
2023-12-31,Operating Expense,253680700000.0,TSM,annual
2023-12-31,Operating Income,921429900000.0,TSM,annual
2023-12-31,Operating Income,921429900000.0,TSM,annual
2023-12-31,Total Revenue,2161735800000.0,TSM,annual
2023-12-31,Total Revenue,2161735800000.0,TSM,annual
2024-09-30,Basic EPS,,TSM,quarterly
2024-09-30,Basic EPS,,TSM,quarterly
2024-09-30,Cost Of Revenue,,TSM,quarterly
2024-09-30,Cost Of Revenue,,TSM,quarterly
2024-09-30,EBITDA,,TSM,quarterly
2024-09-30,EBITDA,,TSM,quarterly
2024-09-30,Gross Profit,,TSM,quarterly
2024-09-30,Gross Profit,,TSM,quarterly
2024-09-30,Net Income,,TSM,quarterly
2024-09-30,Net Income,,TSM,quarterly
2024-09-30,Operating Expense,,TSM,quarterly
2024-09-30,Operating Expense,,TSM,quarterly
2024-09-30,Operating Income,,TSM,quarterly
2024-09-30,Operating Income,,TSM,quarterly
2024-09-30,Total Revenue,,TSM,quarterly
2024-09-30,Total Revenue,,TSM,quarterly
2024-12-31,Basic EPS,226.25,TSM,annual
2024-12-31,Basic EPS,,TSM,quarterly
2024-12-31,Basic EPS,226.25,TSM,annual
2024-12-31,Basic EPS,,TSM,quarterly
2024-12-31,Cost Of Revenue,1269954100000.0,TSM,annual
2024-12-31,Cost Of Revenue,356082992000.0,TSM,quarterly
2024-12-31,Cost Of Revenue,1269954100000.0,TSM,annual
2024-12-31,Cost Of Revenue,356082992000.0,TSM,quarterly
2024-12-31,EBITDA,2079132000000.0,TSM,annual
2024-12-31,EBITDA,621700871000.0,TSM,quarterly
2024-12-31,EBITDA,2079132000000.0,TSM,annual
2024-12-31,EBITDA,621700871000.0,TSM,quarterly
2024-12-31,Gross Profit,1624353600000.0,TSM,annual
2024-12-31,Gross Profit,512378187000.0,TSM,quarterly
2024-12-31,Gross Profit,1624353600000.0,TSM,annual
2024-12-31,Gross Profit,512378187000.0,TSM,quarterly
2024-12-31,Net Income,1158380200000.0,TSM,annual
2024-12-31,Net Income,359792224000.0,TSM,quarterly
2024-12-31,Net Income,1158380200000.0,TSM,annual
2024-12-31,Net Income,359792224000.0,TSM,quarterly
2024-12-31,Operating Expense,302350500000.0,TSM,annual
2024-12-31,Operating Expense,86679956000.0,TSM,quarterly
2024-12-31,Operating Expense,302350500000.0,TSM,annual
2024-12-31,Operating Expense,86679956000.0,TSM,quarterly
2024-12-31,Operating Income,1322003100000.0,TSM,annual
2024-12-31,Operating Income,425698231000.0,TSM,quarterly
2024-12-31,Operating Income,1322003100000.0,TSM,annual
2024-12-31,Operating Income,425698231000.0,TSM,quarterly
2024-12-31,Total Revenue,2894307700000.0,TSM,annual
2024-12-31,Total Revenue,868461179000.0,TSM,quarterly
2024-12-31,Total Revenue,2894307700000.0,TSM,annual
2024-12-31,Total Revenue,868461179000.0,TSM,quarterly
2025-03-31,Basic EPS,69.75,TSM,quarterly
2025-03-31,Basic EPS,69.75,TSM,quarterly
2025-03-31,Cost Of Revenue,345858588000.0,TSM,quarterly
2025-03-31,Cost Of Revenue,345858588000.0,TSM,quarterly
2025-03-31,EBITDA,608711765000.0,TSM,quarterly
2025-03-31,EBITDA,608711765000.0,TSM,quarterly
2025-03-31,Gross Profit,493395076000.0,TSM,quarterly
2025-03-31,Gross Profit,493395076000.0,TSM,quarterly
2025-03-31,Net Income,361564128000.0,TSM,quarterly
2025-03-31,Net Income,361564128000.0,TSM,quarterly
2025-03-31,Operating Expense,86305908000.0,TSM,quarterly
2025-03-31,Operating Expense,86305908000.0,TSM,quarterly
2025-03-31,Operating Income,407089168000.0,TSM,quarterly
2025-03-31,Operating Income,407089168000.0,TSM,quarterly
2025-03-31,Total Revenue,839253664000.0,TSM,quarterly
2025-03-31,Total Revenue,839253664000.0,TSM,quarterly
2025-06-30,Basic EPS,76.8,TSM,quarterly
2025-06-30,Basic EPS,76.8,TSM,quarterly
2025-06-30,Cost Of Revenue,386422631000.0,TSM,quarterly
2025-06-30,Cost Of Revenue,386422631000.0,TSM,quarterly
2025-06-30,EBITDA,684784211000.0,TSM,quarterly
2025-06-30,EBITDA,684784211000.0,TSM,quarterly
2025-06-30,Gross Profit,547369238000.0,TSM,quarterly
2025-06-30,Gross Profit,547369238000.0,TSM,quarterly
2025-06-30,Net Income,398273102000.0,TSM,quarterly
2025-06-30,Net Income,398273102000.0,TSM,quarterly
2025-06-30,Operating Expense,83928740000.0,TSM,quarterly
2025-06-30,Operating Expense,83928740000.0,TSM,quarterly
2025-06-30,Operating Income,463440498000.0,TSM,quarterly
2025-06-30,Operating Income,463440498000.0,TSM,quarterly
2025-06-30,Total Revenue,933791869000.0,TSM,quarterly
2025-06-30,Total Revenue,933791869000.0,TSM,quarterly
2025-09-30,Basic EPS,87.2,TSM,quarterly
2025-09-30,Basic EPS,87.2,TSM,quarterly
2025-09-30,Cost Of Revenue,401375489000.0,TSM,quarterly
2025-09-30,Cost Of Revenue,401375489000.0,TSM,quarterly
2025-09-30,EBITDA,691114862000.0,TSM,quarterly
2025-09-30,EBITDA,691114862000.0,TSM,quarterly
2025-09-30,Gross Profit,588542829000.0,TSM,quarterly
2025-09-30,Gross Profit,588542829000.0,TSM,quarterly
2025-09-30,Net Income,452301407000.0,TSM,quarterly
2025-09-30,Net Income,452301407000.0,TSM,quarterly
